,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
23,,Reprogramming,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42939/REPROG23-0025-Introduction.pdf,42939,2019-06-27,,REPROG23-0025,Deemed Approved,2019-07-19,"Request to reprogram $624,108 of Local Funds Budget Authority within the Department of General Services ",Reprogramming
24,,Reprogramming,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42938/REPROG23-0024-Introduction.pdf,42938,2019-06-27,,REPROG23-0024,Deemed Approved,2019-07-19,"Request to reprogram $5,841,661 of Capital Funds Budget Authority and Allotment from Various Agencies to the District Department of Transportation ",Reprogramming
25,,Reprogramming,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42924/REPROG23-0022-Introduction.pdf,42924,2019-06-27,,REPROG23-0022,Deemed Approved,2019-07-19,"Request to reprogram $1,000,000 of Local Funds Budget Authority within the Department of Consumer and Regulatory Affairs  ",Reprogramming
26,,Reprogramming,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42923/REPROG23-0021-Introduction.pdf,42923,2019-06-27,,REPROG23-0021,Deemed Approved,2019-07-19,"Request to reprogram $555,483 of Local Funds Budget Authority within the Office of Risk Management  ",Reprogramming
27,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42935/GBM23-0047-Introduction.pdf,42935,2019-06-27,,GBM23-0047,Deemed Approved,2019-07-19,"FY 2019 Grant Budget Modifications of June 25, 2019",Grant Budget Modification
28,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42934/GBM23-0046-Introduction.pdf,42934,2019-06-27,,GBM23-0046,Deemed Approved,2019-07-19,"FY 2019 Grant Budget Modifications of June 21, 2019",Grant Budget Modification
29,,Contract,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42975/CA23-0238-Introduction.pdf,42975,2019-06-28,,CA23-0238,Deemed Approved,2019-07-19,Proposed contract with Keystone Plus Construction Corporation ,Contract
30,,Contract,Retained by the Council,,23,Approved,2019-07-12,http://lims.dccouncil.us/Download/42974/CA23-0237-Introduction.pdf,42974,2019-06-28,,CA23-0237,Deemed Approved,2019-07-19,Proposed contract with Turner Construction Company ,Contract
31,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42958/REPROG23-0042-Introduction.pdf,42958,2019-06-28,,REPROG23-0042,Deemed Approved,2019-07-19,"Request to reprogram $1,337,000 of Local Funds Budget Authority from the Office of the State Superintendent of Education to District of Columbia Public Schools",Reprogramming
32,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42957/REPROG23-0041-Introduction.pdf,42957,2019-06-28,,REPROG23-0041,Deemed Approved,2019-07-19,"Request to reprogram $4,000,002 of Local Funds Budget Authority from the Department of Health Care Finance to the Department of General Services",Reprogramming
33,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42956/REPROG23-0040-Introduction.pdf,42956,2019-06-28,,REPROG23-0040,Deemed Approved,2019-07-19,"Request to reprogram $273,000 of Reverse Pay-As-You-Go Capital Funds Budget Authority and Allotment from the Department of Human Services to the Department of General Services' Operating Budget",Reprogramming
34,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42955/REPROG23-0039-Introduction.pdf,42955,2019-06-28,,REPROG23-0039,Deemed Approved,2019-07-19,"Request to reprogram $11,496,029 of Local Funds Budget Authority within the Department of Health Care Finance  ",Reprogramming
35,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42954/REPROG23-0038-Introduction.pdf,42954,2019-06-28,,REPROG23-0038,Deemed Approved,2019-07-19,"Request to reprogram $270,000 of Local Funds Budget Authority from the Department of Youth Rehabilitation Services to the Executive Office of the Mayor and the Office of the City Administrator ",Reprogramming
36,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,,42953,2019-06-28,,REPROG23-0037,Deemed Approved,2019-07-19,"Request to reprogram $900,000 of Capital Funds Budget Authority and Allotment from the Washington Metropolitan Area Transit Authority to the Department of Public Works  ",Reprogramming
37,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42952/REPROG23-0036-Introduction.pdf,42952,2019-06-28,,REPROG23-0036,Deemed Approved,2019-07-19,"Request to reprogram $306,000 of Local Funds Budget Authority from the Department of Motor Vehicles to the Department of Consumer and Regulatory Affairs ",Reprogramming
38,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42951/REPROG23-0035-Introduction.pdf,42951,2019-06-28,,REPROG23-0035,Deemed Approved,2019-07-19,"Request to reprogram $2,087,200 of Local Funds Budget Authority within the Department of Corrections ",Reprogramming
39,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42950/REPROG23-0034-Introduction.pdf,42950,2019-06-28,,REPROG23-0034,Deemed Approved,2019-07-19,"Request to reprogram $826,152 of Local Funds Budget authority from the Office of State Superintendent of Education to Special Education Transportation  ",Reprogramming
40,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42949/REPROG23-0033-Introduction.pdf,42949,2019-06-28,,REPROG23-0033,Deemed Approved,2019-07-19,"Request to reprogram $1,062,000 of Capital Funds Budget authority and Allotment within the District of Columbia Public Schools ",Reprogramming
41,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42948/REPROG23-0032-Introduction.pdf,42948,2019-06-28,,REPROG23-0032,Deemed Approved,2019-07-19,"Request to reprogram $1,800,000 of Capital Funds Budget Authority and Allotment with the Department of Parks and Recreation ",Reprogramming
42,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42947/REPROG23-0031-Introduction.pdf,42947,2019-06-28,,REPROG23-0031,Deemed Approved,2019-07-19,"Request to reprogram $1,000,000 of Local Funds Budget Authority within the Department of General Services",Reprogramming
43,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42946/REPROG23-0030-Introduction.pdf,42946,2019-06-28,,REPROG23-0030,Deemed Approved,2019-07-19,"Request to reprogram $6,447,476 of Special Purpose Revenue Funds Budget Authority from the Office of the Chief Financial Officer to the University of the District of Columbia",Reprogramming
44,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42945/REPROG23-0029-Introduction.pdf,42945,2019-06-28,,REPROG23-0029,Deemed Approved,2019-07-19,"Request to reprogram $915,840 of Local Funds Budget Authority within the Department of Energy and Environment",Reprogramming
45,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42944/REPROG23-0028-Introduction.pdf,42944,2019-06-28,,REPROG23-0028,Deemed Approved,2019-07-19,"Request to reprogram $280,000 of Local Funds Budget Authority from the Office of the Deputy Mayor for Planning and Economic Development to the Office of the City Administrator and the Office of Neighborhood Safety and Engagement ",Reprogramming
46,,Reprogramming,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42943/REPROG23-0027-Introduction.pdf,42943,2019-06-28,,REPROG23-0027,Deemed Approved,2019-07-19,"Request to reprogram $390,599 of Local Funds Budget Authority within the Office of the Deputy Mayor for Planning and Economic Development",Reprogramming
47,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-15,http://lims.dccouncil.us/Download/42968/GBM23-0048-Introduction.pdf,42968,2019-06-28,,GBM23-0048,Deemed Approved,2019-07-19,"FY 2019 Grant Budget Modifications of June 27, 2019",Grant Budget Modification
48,,Resolution,Committee of the Whole,,23,Approved,2019-10-05,http://lims.dccouncil.us/Download/42790/PR23-0360-Introduction.pdf,42790,2019-06-07,,PR23-0360,Under Council Review,2019-07-18,"Board of Industrial Trades Mr. Alvin D. Venson, Sr. Confirmation Resolution of 2019",Proposed Resolution
49,,Resolution,Committee of the Whole,,23,Approved,2019-10-05,http://lims.dccouncil.us/Download/42789/PR23-0359-Introduction.pdf,42789,2019-06-07,,PR23-0359,Under Council Review,2019-07-18,Board of Industrial Trades Mr. Brian Cooper Confirmation Resolution of 2019,Proposed Resolution
50,,Resolution,Committee of the Whole,,23,Approved,2019-10-05,http://lims.dccouncil.us/Download/42788/PR23-0358-Introduction.pdf,42788,2019-06-07,,PR23-0358,Under Council Review,2019-07-18,Board of Industrial Trades Mr. Petrick Washington Confirmation Resolution of 2019,Proposed Resolution
51,,Resolution,Committee of the Whole,,23,Disapproved,2019-11-18,http://lims.dccouncil.us/Download/42744/PR23-0355-Introduction.pdf,42744,2019-06-04,,PR23-0355,Under Council Review,2019-07-18,Historic Preservation Review Board Linda Greene Confirmation Resolution of 2019,Proposed Resolution
52,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42873/PR23-0400-Introduction.pdf,42873,2019-06-24,,PR23-0400,Under Council Review,2019-07-18,"Mayor's Council on Physical Fitness, Health, and Nutrition Rosalyn Overstreet Gonzalez Appointment Resolution of 2019",Proposed Resolution
53,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42872/PR23-0399-Introduction.pdf,42872,2019-06-24,,PR23-0399,Under Council Review,2019-07-18,"Mayor's Council on Physical Fitness, Health, and Nutrition Mary C. Lord Appointment Resolution of 2019",Proposed Resolution
54,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42871/PR23-0398-Introduction.pdf,42871,2019-06-24,,PR23-0398,Under Council Review,2019-07-18,"Mayor's Council on Physical Fitness, Health, and Nutrition Katrina Owens Appointment Resolution of 2019",Proposed Resolution
55,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42870/PR23-0397-Introduction.pdf,42870,2019-06-24,,PR23-0397,Under Council Review,2019-07-18,"Mayor's Council on Physical Fitness, Health, and Nutrition Andreya Cracco Appointment Resolution of 2019",Proposed Resolution
56,,Resolution,Committee of the Whole,,23,,,http://lims.dccouncil.us/Download/42869/PR23-0396-Introduction.pdf,42869,2019-06-24,,PR23-0396,Under Council Review,2019-07-18,"Mayor's Council on Physical Fitness, Health, and Nutrition Neal L. Downing Appointment Resolution of 2019",Proposed Resolution
57,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-03,http://lims.dccouncil.us/Download/42826/GBM23-0043-Introduction.pdf,42826,2019-06-18,,GBM23-0043,Deemed Approved,2019-07-15,"FY 2019 Grant Budget Modifications of June 4, 2019",Grant Budget Modification
58,,Reprogramming,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42917/REPROG23-0020-Introduction.pdf,42917,2019-06-26,,REPROG23-0020,Deemed Approved,2019-07-15,"Request to reprogram $8000,000 of Local Funds Budget Authority from the Office of the State Superintendent of Education to Special Education Transportation ",Reprogramming
59,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42916/GBM23-0045-Introduction.pdf,42916,2019-06-26,,GBM23-0045,Deemed Approved,2019-07-15,"FY 2019 Grant Budget Modifications of June 17, 2019",Grant Budget Modification
60,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-07-10,http://lims.dccouncil.us/Download/42882/GBM23-0044-Introduction.pdf,42882,2019-06-25,,GBM23-0044,Deemed Approved,2019-07-15,"FY 2019 Grant Budget Modifications of June 11, 2019",Grant Budget Modification
61,,Contract,Retained by the Council,,23,Approved,2019-07-11,,42965,2019-06-28,,CA23-0235,Deemed Approved,2019-07-15,"Proposed contract with Perkins Eastman DC, PLLC ",Contract
62,,Contract,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42964/CA23-0234-Introduction.pdf,42964,2019-06-28,,CA23-0234,Deemed Approved,2019-07-15,"Proposed contract with MCN Build, Inc. ",Contract
63,,Contract,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42963/CA23-0233-Introduction.pdf,42963,2019-06-28,,CA23-0233,Deemed Approved,2019-07-15,"Proposed Change Order No. 5 with Skanska USA Building, Inc. ",Contract
64,,Contract,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42962/CA23-0232-Introduction.pdf,42962,2019-06-28,,CA23-0232,Deemed Approved,2019-07-15,"Proposed contract to exercise Option Year Two (2) with United Rentals, Inc. ",Contract
65,,Contract,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42961/CA23-0231-Introduction.pdf,42961,2019-06-28,,CA23-0231,Deemed Approved,2019-07-15,"Proposed contract to exercise Option Year Four (4) with Tecknomic, LLC ",Contract
66,,Contract,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42960/CA23-0230-Introduction.pdf,42960,2019-06-28,,CA23-0230,Deemed Approved,2019-07-15,Proposed contract with COX GRAAE + SPACK ARCHITECTS ,Contract
67,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42959/CA23-0229-Introduction.pdf,42959,2019-06-27,,CA23-0229,Deemed Approved,2019-07-15,"Proposed contract with Blue Skye Construction-Coakley Williams Construction 801 East JV, LLC ",Contract
68,,Contract,Retained by the Council,,23,Approved,2019-07-08,,42942,2019-06-27,,CA23-0228,Deemed Approved,2019-07-15,"Proposed contract between the District of Columbia Housing Authority (""DCHA"") and Vigil Contracting, Inc. (""Vigil"")",Contract
69,,Contract,Retained by the Council,,23,Approved,2019-07-08,,42941,2019-06-27,,CA23-0227,Deemed Approved,2019-07-15,"Proposed contract between the District of Columbia Housing Authority (""DCHA"") and the Matthews Group (TMG) ",Contract
70,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42937/CA23-0226-Introduction.pdf,42937,2019-06-27,,CA23-0226,Deemed Approved,2019-07-15,"Proposed loan agreement from the Housing Production Trust Fund between the Department of Housing and Community Development (DHCD) and 3500 East Cap Venture, LLC ",Contract
71,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42933/CA23-0225-Introduction.pdf,42933,2019-06-27,,CA23-0225,Deemed Approved,2019-07-15,"Proposed contract with MCN Build, Inc.",Contract
72,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42932/CA23-0224-Introduction.pdf,42932,2019-06-27,,CA23-0224,Deemed Approved,2019-07-15,"Proposed contract with Consys, Inc. ",Contract
73,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42931/CA23-0223-Introduction.pdf,42931,2019-06-27,,CA23-0223,Deemed Approved,2019-07-15,"Proposed contract with Watson Furniture Group, Inc. ",Contract
74,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42930/CA23-0222-Introduction.pdf,42930,2019-06-27,,CA23-0222,Deemed Approved,2019-07-15,Proposed contract to exercise Option Year Two (2) with Capitol Paving of DC Inc. ,Contract
75,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42929/CA23-0221-Introduction.pdf,42929,2019-06-27,,CA23-0221,Deemed Approved,2019-07-15,"Proposed contract with Blue Skye Construction, LLC ",Contract
76,,Contract,Retained by the Council,,23,Approved,2019-07-08,,42928,2019-06-27,,CA23-0220,Deemed Approved,2019-07-15,"Proposed contract with MCN Build, Inc. ",Contract
77,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42927/CA23-0219-Introduction.pdf,42927,2019-06-27,,CA23-0219,Deemed Approved,2019-07-15,"Proposed contract with R. McGhee & Associates, PLLC ",Contract
78,,Contract,Retained by the Council,,23,Approved,2019-07-08,http://lims.dccouncil.us/Download/42926/CA23-0218-Introduction.pdf,42926,2019-06-27,,CA23-0218,Deemed Approved,2019-07-15,"Proposed contract with Capitol Paving of DC, Inc. ",Contract
79,,Contract,Retained by the Council,,23,Approved,2019-07-07,http://lims.dccouncil.us/Download/42920/CA23-0216-Introduction.pdf,42920,2019-06-26,,CA23-0216,Deemed Approved,2019-07-15,Proposed contract with Ingram Library Services LLC ,Contract
80,,Contract,Retained by the Council,,23,Approved,2019-07-07,http://lims.dccouncil.us/Download/42919/CA23-0215-Introduction.pdf,42919,2019-06-26,,CA23-0215,Deemed Approved,2019-07-15,Proposed contract with Midwest Tape LLC ,Contract
81,,Contract,Retained by the Council,,23,Approved,2019-07-07,,42918,2019-06-26,,CA23-0214,Deemed Approved,2019-07-15,Proposed contract with BTAC Acquisition Corp. dba Baker & Taylor LLC ,Contract
82,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42902/CA23-0213-Introduction.pdf,42902,2019-06-25,,CA23-0213,Deemed Approved,2019-07-15,"Proposed contract with Ferrara Fire Apparatus, Inc. ",Contract
83,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42901/CA23-0212-Introduction.pdf,42901,2019-06-25,,CA23-0212,Deemed Approved,2019-07-15,Proposed contract with Fort Myer Construction Corporation (FMCC) ,Contract
84,,Contract,Retained by the Council,,23,Approved,2019-07-06,,42900,2019-06-26,,CA23-0211,Deemed Approved,2019-07-15,"Proposed contract with Stevens School Developer, LLC",Contract
85,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42899/CA23-0210-Introduction.pdf,42899,2019-06-25,,CA23-0210,Deemed Approved,2019-07-15,"Proposed contract with Consys, Inc. ",Contract
86,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42898/CA23-0209-Introduction.pdf,42898,2019-06-25,,CA23-0209,Deemed Approved,2019-07-15,"Proposed contract to exercise Option Period One (1) with The National Center for Children and Families, Inc. ",Contract
87,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42897/CA23-0208-Introduction.pdf,42897,2019-06-25,,CA23-0208,Deemed Approved,2019-07-15,Proposed contract to exercise Option Period Three (3) with Ramsell Corporation ,Contract
88,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42896/CA23-0207-Introduction.pdf,42896,2019-06-25,,CA23-0207,Deemed Approved,2019-07-15,Proposed contract with Agro Culture LLC ,Contract
89,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42894/CA23-0205-Introduction.pdf,42894,2019-06-25,,CA23-0205,Deemed Approved,2019-07-15,Proposed Third Amendment to In-Lease Agreement by and between the District of Columbia and CoreSite Real Estate 12100 Sunrise Valley Drive L.L.C.,Contract
90,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42893/CA23-0204-Introduction.pdf,42893,2019-06-25,,CA23-0204,Deemed Approved,2019-07-15,"Proposed Sole Source contract with Public Consulting Group, Inc. (PCG)",Contract
91,,Contract,Retained by the Council,,23,Approved,2019-07-06,http://lims.dccouncil.us/Download/42892/CA23-0203-Introduction.pdf,42892,2019-06-25,,CA23-0203,Deemed Approved,2019-07-15,"Proposed contract with Seagrave Fire Apparatus, LLC ",Contract
92,,Contract,Retained by the Council,,23,Approved,2019-07-05,http://lims.dccouncil.us/Download/42884/CA23-0202-Introduction.pdf,42884,2019-06-24,,CA23-0202,Deemed Approved,2019-07-15,"Proposed contract modification to exercise Option Period Two (2) between the Department of Behavioral Health (DBH), and the Federal City Recovery Services ",Contract
93,,Contract,Retained by the Council,,23,Approved,2019-07-05,http://lims.dccouncil.us/Download/42858/CA23-0201-Introduction.pdf,42858,2019-06-24,,CA23-0201,Deemed Approved,2019-07-15,"Proposed contract with The Robert Bobb Group, LLC ",Contract
94,,Contract,Retained by the Council,,23,Approved,2019-07-05,http://lims.dccouncil.us/Download/42857/CA23-0200-Introduction.pdf,42857,2019-06-24,,CA23-0200,Deemed Approved,2019-07-15,"Proposed contract with Gartner, Inc. ",Contract
95,,Contract,Retained by the Council,,23,Approved,2019-07-04,http://lims.dccouncil.us/Download/42839/CA23-0199-Introduction.pdf,42839,2019-06-21,,CA23-0199,Deemed Approved,2019-07-15,"Proposed contract with Dranref, LLC dba Business Transformation Group (BTG) ",Contract
96,,Contract,Retained by the Council,,23,Approved,2019-07-04,http://lims.dccouncil.us/Download/42838/CA23-0198-Introduction.pdf,42838,2019-06-21,,CA23-0198,Deemed Approved,2019-07-15,Proposed contract modification to exercise Option Year Three (3) with Level 3 Communications LLC,Contract
97,,Contract,Retained by the Council,,23,Approved,2019-07-04,http://lims.dccouncil.us/Download/42836/CA23-0196-Introduction.pdf,42836,2019-06-21,,CA23-0196,Deemed Approved,2019-07-15,"Proposed contract to exercise Option Year Four (4) with PC Net, Inc. ",Contract
98,,Contract,Retained by the Council,,23,Approved,2019-07-04,http://lims.dccouncil.us/Download/42837/CA23-0197-Introduction.pdf,42837,2019-06-21,,CA23-0197,Deemed Approved,2019-07-15,"Proposed contract to exercise Option Year One (1) with Motir Services, Inc. ",Contract
99,A23-0077,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42813/B23-0335-Introduction.pdf,42813,2019-06-18,,B23-0335,Enacted,2019-07-15,Medical Marijuana Program Patient Employment Protection Emergency Amendment Act of 2019,Emergency Bill
100,A23-0072,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42816/B23-0337-Introduction.pdf,42816,2019-06-18,,B23-0337,Enacted,2019-07-15,Short-Term Rental Independent Analysis Emergency Act of 2019,Emergency Bill
101,,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/43054/CER23-0127-Introduction.pdf,43054,2019-06-25,,CER23-0127,Under Council Review,2019-07-12,Fred Foss Posthumous Recognition Resolution of 2019,Ceremonial Resolution
102,R23-0164,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-11-18,http://lims.dccouncil.us/Download/42806/PR23-0372-Introduction.pdf,42806,2019-06-13,,PR23-0372,Approved,2019-07-12,Real Property Tax Commission Stacie Scott Turner Confirmation Resolution of 2019,Proposed Resolution
103,R23-0163,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-11-18,http://lims.dccouncil.us/Download/42805/PR23-0371-Introduction.pdf,42805,2019-06-13,,PR23-0371,Approved,2019-07-12,Real Property Tax Commission Trent T. Williams Confirmation Resolution of 2019,Proposed Resolution
104,R23-0162,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-11-18,http://lims.dccouncil.us/Download/42804/PR23-0370-Introduction.pdf,42804,2019-06-13,,PR23-0370,Approved,2019-07-12,Real Property Tax Commission John Woods Jr. Confirmation Resolution of 2019,Proposed Resolution
105,,Contract,Retained by the Council,,23,Disapproved,2019-07-25,http://lims.dccouncil.us/Download/42759/CA23-0168-Introduction.pdf,42759,2019-06-10,,CA23-0168,Approved,2019-07-09,"Proposed multiyear contract with Intralot, Inc. ",Contract
106,,Contract,Retained by the Council,,23,Approved,2019-08-01,http://lims.dccouncil.us/Download/42778/CA23-0181-Introduction.pdf,42778,2019-06-14,,CA23-0181,Approved,2019-07-09,"Proposed sublease agreement for the property located at 3100 Martin Luther King, Jr. Avenue, S.E., Washington, DC between the Old Congress Heights School Redevelopment Company, LLC ",Contract
107,,Housing Finance Agency,Retained by the Council,,23,Approved,2019-10-03,http://lims.dccouncil.us/Download/42777/HFA23-0006-Introduction.pdf,42777,2019-06-14,,HFA23-0006,Under Council Review,2019-07-09,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency
108,ACR23-0126,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42915/CER23-0126-Introduction.pdf,42915,2019-06-24,,CER23-0126,Approved,2019-07-09,Friends of D.C. Public Library Appreciation Day Resolution of 2019 ,Ceremonial Resolution
109,ACR23-0125,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42914/CER23-0125-Introduction.pdf,42914,2019-06-21,,CER23-0125,Approved,2019-07-09,Assistant Fire Chief David Foust Recognition Resolution of 2019 ,Ceremonial Resolution
110,ACR23-0124,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42913/CER23-0124-Introduction.pdf,42913,2019-06-17,,CER23-0124,Approved,2019-07-09,"Reverend Reginald M. Green Sr., 80th Birthday Recognition Resolution of 2019",Ceremonial Resolution
111,ACR23-0123,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42912/CER23-0123-Introduction.pdf,42912,2019-06-17,,CER23-0123,Approved,2019-07-09,10th Anniversary of the Metro Collision and Victim Remembrance Posthumous Recognition Resolution of 2019 ,Ceremonial Resolution
112,ACR23-0122,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42911/CER23-0122-Introduction.pdf,42911,2019-06-14,,CER23-0122,Approved,2019-07-09,Woodrow Wilson High School Crew 2019 National Championship Ceremonial Recognition Resolution of 2019 ,Ceremonial Resolution
113,ACR23-0121,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42910/CER23-0121-Introduction.pdf,42910,2019-06-14,,CER23-0121,Approved,2019-07-09,Joan M. Thomas Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
114,ACR23-0120,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42909/CER23-0120-Introduction.pdf,42909,2019-06-11,,CER23-0120,Approved,2019-07-09,51st Anniversary of Mt. Zion Baptist Church and 38th Anniversary of Reverend John W. Davis Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
115,ACR23-0119,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42907/CER23-0119-Introduction.pdf,42907,2019-06-11,,CER23-0119,Approved,2019-07-09,Derrick Rutledge Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
116,ACR23-0118,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42906/CER23-0118-Introduction.pdf,42906,2019-06-07,,CER23-0118,Approved,2019-07-09,Margo H. Briggs Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
117,ACR23-0117,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42905/CER23-0117-Introduction.pdf,42905,2019-06-05,,CER23-0117,Approved,2019-07-09,Mid-Town Barbershop 25th Anniversary Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
118,ACR23-0116,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42904/CER23-0116-Introduction.pdf,42904,2019-06-05,,CER23-0116,Approved,2019-07-09,Association of Nigerian Physicians In The Americas 25th Anniversary Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
119,ACR23-0115,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42737/CER23-0115-Introduction.pdf,42737,2019-06-04,,CER23-0115,Approved,2019-07-09,Mary Cuthbert Recognition Resolution of 2019,Ceremonial Resolution
120,ACR23-0114,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42736/CER23-0114-Introduction.pdf,42736,2019-06-03,,CER23-0114,Approved,2019-07-09,Lonnie G. Bunch III Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
121,ACR23-0113,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42735/CER23-0113-Introduction.pdf,42735,2019-06-03,,CER23-0113,Approved,2019-07-09,44th Annual Capital Pride Festival Recognition Resolution of 2019,Ceremonial Resolution
122,ACR23-0112,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42734/CER23-0112-Introduction.pdf,42734,2019-06-03,,CER23-0112,Approved,2019-07-09,National Ataxia Awareness Day Recognition Resolution of 2019,Ceremonial Resolution
